El,Energy (keV),I,LDE1,LDE2,LDE4,LIF,Lambda (A),Line,Line old,PET,STE,TAP,Z
Pr,0.924867567,100,62.54733333,38.29428571,93.821,931.9889736,13.403,MA,MA,429.2884923,37.37888446,145.701751,59
Pm,5.431601087,100,10.65026667,6.520571429,15.9754,158.6947128,2.2822,L$\alpha$1,L_1,73.09723175,6.364701195,24.80941103,61
Pm,5.406961528,10,10.6988,6.550285714,16.0482,159.4178856,2.2926,L$\alpha$2,L_2,73.43033631,6.393705179,24.92246768,61
Eu,5.844688576,100,9.897533333,6.059714286,14.8463,147.4785805,2.1209,L$\alpha$1,L_1,67.93090826,5.914860558,23.05594596,63
Eu,7.766430675,1,7.448466667,4.560285714,11.1727,110.9861673,1.5961,LG2,LG2,51.12194006,4.4512749,17.35093373,63
Eu,5.176215133,2,11.17573333,6.842285714,16.7636,166.5244493,2.3948,L$\iota$,L_,76.70372912,6.6787251,26.03346663,63
Gd,6.04859959,1,9.563866667,5.855428571,14.3458,142.5067673,2.0494,L$\eta$,L$\eta$,65.64081446,5.715458167,22.27868152,64
Tb,6.236981132,10,9.275,5.678571429,13.9125,138.2024983,1.9875,L$\alpha$2,L_2,63.65820178,5.542828685,21.60577707,65
Dy,8.712520558,1,6.63964,4.065085714,9.95946,98.93421412,1.42278,LG2,LG2,45.57062457,3.967912351,15.46680126,66
Dy,1.300188798,100,44.492,27.24,66.738,662.9547769,9.534,MA,MA,305.3671929,26.58884462,103.642505,66
Ho,7.524127466,50,7.688333333,4.707142857,11.5325,114.5603099,1.6475,L$\beta$1,L$\beta$1,52.76824525,4.594621514,17.90969445,67
Ho,7.469719795,5,7.744333333,4.741428571,11.6165,115.3947401,1.6595,L$\beta$4,L_4,53.15259666,4.628087649,18.04014443,67
Ho,6.787122208,1,8.5232,5.218285714,12.7848,127.0002732,1.8264,L$\eta$,L$\eta$,58.49828415,5.093545817,19.85448616,67
Er,9.756020778,,5.929466667,3.630285714,8.8942,88.35224874,1.2706,Al1,Al1,40.69640814,3.543505976,13.81247816,68
Er,8.187582563,20,7.065333333,4.325714286,10.598,105.2772742,1.514,"L$\beta$2,15","L$\beta$2,15",48.49233585,4.222310757,16.45843848,68
Ho,6.678519476,10,8.6618,5.303142857,12.9927,129.0654879,1.8561,L$\alpha$2,L_2,59.44955388,5.176374502,20.17734985,67
Ho,1.045193929,5,55.34666667,33.88571429,83.02,824.6951598,11.86,MZ,MZ,379.8673073,33.07569721,128.9280584,67
Yb,8.757329566,20,6.605666667,4.044285714,9.9085,98.42799315,1.4155,"L$\beta$2,15","L$\beta$2,15",45.33745138,3.947609562,15.38766161,70
Yb,9.778415859,5,5.915886667,3.621971429,8.87383,88.14989942,1.26769,LG1,LG1,40.60320293,3.535390438,13.78084404,70
Lu,8.707563273,50,6.64342,4.0674,9.96513,98.99053816,1.42359,L$\beta$1,L$\beta$1,45.59656829,3.970171315,15.47560663,71
Ta,9.210809847,4,6.280446667,3.845171429,9.42067,93.58203988,1.34581,L$\beta$4,L_4,43.10533059,3.75325498,14.63007338,73
Ta,1.709321566,100,33.84266667,20.72,50.764,504.2739712,7.252,MA,MA,232.276367,20.2247012,78.83526808,73
Ta,2.703598691,,21.39666667,13.1,32.095,318.8218641,4.585,Am1,Am1,146.8542668,12.78685259,49.84276119,73
W,8.72282035,1,6.6318,4.060285714,9.9477,98.8173939,1.4211,L$\eta$,L$\eta$,45.51681537,3.963227092,15.44853826,74
W,10.19827232,,5.672333333,3.472857143,8.5085,84.5208235,1.2155,Al3,Al3,38.9315946,3.389840637,13.21349536,74
Re,10.25997567,1,5.63822,3.451971429,8.45733,84.01251645,1.20819,L$\beta$15,L$\beta$15,38.69746054,3.369454183,13.13402958,75
Re,2.926345609,,19.768,12.10285714,29.652,294.553853,4.236,Am1,Am1,135.6760467,11.81354582,46.04884109,75
Ir,10.86558268,6,5.323966667,3.259571429,7.98595,79.32997243,1.14085,L$\beta$3,L_3,36.54060856,3.181653386,12.40198781,77
Ir,10.50882518,4,5.504706667,3.370228571,8.25706,82.02309584,1.17958,L$\beta$4,L_4,37.78110272,3.289665339,12.8230151,77
Ir,10.9017035,1,5.306326667,3.248771429,7.95949,79.06712693,1.13707,L$\beta$15,L$\beta$15,36.41953786,3.171111554,12.36089607,77
Ir,1.979559246,100,29.22266667,17.89142857,43.834,435.4334815,6.262,MA1,MA1,200.5673759,17.46374502,68.07314516,77
Au,9.62631628,10,6.00936,3.6792,9.01404,89.54270246,1.28772,L$\alpha$2,L_2,41.24474949,3.591250996,13.99858679,79
Hg,11.92209666,20,4.852166667,2.970714286,7.27825,72.29989818,1.03975,L$\beta$2,L$\beta$2,33.30244795,2.899701195,11.30294677,80
Hg,13.82772237,10,4.18348,2.561314286,6.27522,62.33610649,0.89646,LG1,LG1,28.71297186,2.500087649,9.745265365,80
Hg,3.564117309,,16.23066667,9.937142857,24.346,241.8456801,3.478,Am1,Am1,111.3978495,9.699601594,37.80875102,80
Tl,14.28900775,10,4.048426667,2.478628571,6.07264,60.32373904,0.86752,LG1,LG1,27.78604438,2.419378486,9.430663509,81
Pb,2.477218225,1,23.352,14.29714286,35.028,347.9573845,5.004,M4-O2,M4-O2,160.2745367,13.95537849,54.39763948,82
Bi,12.68911864,4,4.558866667,2.791142857,6.8383,67.92957012,0.9769,L$\beta$4,L_4,31.28940746,2.724422311,10.61971503,83
Fr,11.8929291,10,4.864066667,2.978,7.2961,72.47721459,1.0423,L$\alpha$2,L_2,33.38412263,2.906812749,11.33066739,87
Fr,14.97300366,10,3.863486667,2.3654,5.79523,57.56803338,0.82789,L$\beta$3,L_3,26.51672386,2.308856574,8.999852467,87
Ac,15.92865771,10,3.631693333,2.223485714,5.44754,54.1141878,0.77822,L$\beta$3,L_3,24.92582933,2.170334661,8.45989828,89
Th,15.58480745,1,3.71182,2.272542857,5.56773,55.30811831,0.79539,L$\beta$15,L$\beta$15,25.47577213,2.218219124,8.646550452,90
Th,18.97937623,10,3.04794,1.866085714,4.57191,45.41594854,0.65313,LG1,LG1,20.9192862,1.821478088,7.100066001,90
Th,3.14539457,60,18.39133333,11.26,27.587,274.0407778,3.941,MB,MB,126.2274079,10.99083665,42.84194588,90
Th,2.321348315,1,24.92,15.25714286,37.38,371.3214295,5.34,MZ2,MZ2,171.0363761,14.89243028,58.05023877,90
Th,0.24792,10,233.3333333,142.8571429,350,3476.792411,50,N7-O5,N7-O5,1601.464196,139.4422311,543.5415615,90
Pa,3.239090672,60,17.85933333,10.93428571,26.789,266.1136911,3.827,MB,MB,122.5760695,10.67290837,41.60267112,91
U,20.94272681,,2.7622,1.691142857,4.1433,41.15826856,0.5919,Al2,Al2,18.95813315,1.650717131,6.434445005,92
Np,17.98607081,6,3.216266667,1.969142857,4.8244,47.92410659,0.6892,L$\beta$3,L_3,22.07458248,1.922071713,7.492176884,93
Pu,21.9787234,2,2.632,1.611428571,3.948,39.21821839,0.564,LG3,LG3,18.06451613,1.572908367,6.131148814,94
Am,19.10280316,6,3.028246667,1.854028571,4.54237,45.12250726,0.64891,L$\beta$3,L_3,20.78412263,1.809709163,7.054191094,95
Ho,7.910152511,20,7.313133333,4.477428571,10.9697,108.9696277,1.5671,"L$\beta$2,15","L$\beta$2,15",50.19309083,4.370398406,17.03567962,67
Ho,7.650435105,6,7.5614,4.629428571,11.3421,112.6689349,1.6203,L$\beta$3,L_3,51.89704873,4.51876494,17.61400784,67
Ho,1.382710541,45,41.83666667,25.61428571,62.755,623.3888792,8.965,MB,MB,287.1425303,25.00199203,97.45700198,67
Ho,1.576096631,1,36.70333333,22.47142857,55.055,546.8994462,7.865,Mg,Mg,251.910318,21.93426295,85.49908763,67
Er,1.44273743,45,40.096,24.54857143,60.144,597.4520078,8.592,MB,MB,275.1956074,23.96175299,93.40218193,68
Tm,9.728457071,1,5.946266667,3.640571429,8.9194,88.60257779,1.2742,LG2,LG2,40.81171357,3.553545817,13.85161315,69
Yb,8.535250253,6,6.77754,4.149514286,10.16631,100.9889984,1.45233,L$\beta$3,L_3,46.51708991,4.050322709,15.78803432,70
Lu,10.14170239,5,5.703973333,3.492228571,8.55596,84.99227655,1.22228,LG1,LG1,39.14875315,3.408749004,13.2871996,71
Hf,10.73432629,,5.389066667,3.299428571,8.0836,80.29999752,1.1548,Al2,Al2,36.98741707,3.220557769,12.5536359,72
Hf,1.697384636,45,34.08066667,20.86571429,51.121,507.8202995,7.303,MB,MB,233.9098604,20.36693227,79.38968048,72
W,9.817136431,6,5.892553333,3.607685714,8.83883,87.80222018,1.26269,L$\beta$3,L_3,40.44305651,3.521446215,13.72648989,74
W,1.881031866,,30.75333333,18.82857143,46.13,458.2412397,6.59,Am4,Am4,211.072981,18.37848606,71.63877781,74
Re,11.68331762,10,4.951333333,3.031428571,7.427,73.77753495,1.061,LG1,LG1,33.98307024,2.958964143,11.53395194,75
Re,12.00778821,1,4.81754,2.949514286,7.22631,71.78394219,1.03233,LG2,LG2,33.06479067,2.879007968,11.2222852,75
Re,12.0803407,2,4.788606667,2.9318,7.18291,71.35281993,1.02613,LG3,LG3,32.86620911,2.861717131,11.15488605,75
Os,10.35355434,50,5.58726,3.420771429,8.38089,83.25318499,1.19727,L$\beta$1,L$\beta$1,38.34770075,3.339,13.01532011,76
Os,12.96924043,,4.4604,2.730857143,6.6906,66.46236372,0.9558,Al1,Al1,30.61358957,2.665577689,10.39034049,76
Ir,13.42139454,,4.310133333,2.638857143,6.4652,64.22330941,0.9236,Al1,Al1,29.58224663,2.575776892,10.04029972,77
Ir,12.81770241,,4.513133333,2.763142857,6.7697,67.24811881,0.9671,Al2,Al2,30.97552048,2.697091633,10.51318088,77
Pt,2.04994212,100,28.21933333,17.27714286,42.329,420.4832741,6.047,MA1,MA1,193.6810798,16.86414343,65.73591645,78
Au,9.711689126,100,5.956533333,3.646857143,8.9348,88.75555666,1.2764,L$\alpha$1,L_1,40.88217799,3.559681275,13.87552898,79
Au,11.91419015,1,4.855386667,2.972685714,7.28308,72.34787791,1.04044,L$\beta$5,L_5,33.32454816,2.901625498,11.31044765,79
Au,2.204125178,50,26.24533333,16.06857143,39.368,391.0696104,5.624,MB,MB,180.1326927,15.68446215,61.13755484,79
Au,3.149390244,,18.368,11.24571429,27.552,273.6930986,3.936,Am2,Am2,126.0672615,10.97689243,42.78759172,79
Hg,2.312686567,,25.01333333,15.31428571,37.52,372.7121464,5.36,Am5,Am5,171.6769618,14.94820717,58.26765539,80
Tl,2.27032967,100,25.48,15.6,38.22,379.6657312,5.46,MA1,MA1,174.8798902,15.22709163,59.35473852,81
Tl,2.265350877,100,25.536,15.63428571,38.304,380.5001614,5.472,MA2,MA2,175.2642416,15.26055777,59.48518849,81
Tl,3.011661808,1,19.208,11.76,28.812,286.2095512,4.116,M2-N4,M2-N4,131.8325326,11.47888446,44.74434134,81
Pb,9.182902437,3,6.299533333,3.856857143,9.4493,93.8664415,1.3499,L$\iota$,L_,43.23633036,3.764661355,14.67453508,82
Pb,13.03881351,,4.4366,2.716285714,6.6549,66.1077309,0.9507,Al3,Al3,30.45024022,2.651354582,10.33489925,82
Pb,2.345062429,100,24.668,15.10285714,37.002,367.5664937,5.286,MA1,MA1,169.3067948,14.74183267,57.46321388,82
Pb,1.839169139,1,31.45333333,19.25714286,47.18,468.671617,6.74,MZ1,MZ1,215.8773736,18.79681275,73.26940249,82
Pb,3.549828179,,16.296,9.977142857,24.444,242.819182,3.492,Am2,Am2,111.8462594,9.738645418,37.96094266,82
Bi,10.83699054,100,5.338013333,3.268171429,8.00702,79.53927534,1.14386,L$\alpha$1,L_1,36.6370167,3.190047809,12.43470901,83
Bi,2.422039859,100,23.884,14.62285714,35.826,355.8844712,5.118,MA1,MA1,163.9258751,14.27330677,55.63691424,83
Rn,14.50910623,10,3.987013333,2.441028571,5.98052,59.40864728,0.85436,L$\beta$3,L_3,27.36453901,2.382677291,9.28760337,86
Ra,14.83893365,20,3.898393333,2.386771429,5.84759,58.08816152,0.83537,L$\beta$2,L$\beta$2,26.75630291,2.329717131,9.081166285,88
Ra,18.48218279,,3.129933333,1.916285714,4.6949,46.6376934,0.6707,Al2,Al2,21.48204072,1.870478088,7.291066506,88
Th,15.6402589,4,3.69866,2.264485714,5.54799,55.11202722,0.79257,L$\beta$4,L_4,25.38544955,2.210354582,8.615894708,90
Th,20.45882159,,2.827533333,1.731142857,4.2413,42.13177043,0.6059,Al1,Al1,19.40654313,1.689760956,6.586636642,90
Th,16.29551729,,3.549933333,2.173428571,5.3249,52.89591974,0.7607,Al3,Al3,24.36467628,2.121474104,8.269441317,90
Th,2.986268369,100,19.37133333,11.86,29.057,288.6433059,4.151,MA2,MA2,132.9535575,11.57649402,45.12482044,90
Th,3.369393857,5,17.16866667,10.51142857,25.753,255.8223856,3.679,Mg,Mg,117.8357355,10.26015936,39.9937881,90
Pu,17.25236949,20,3.353046667,2.052885714,5.02957,49.9622023,0.71851,L$\beta$2,L$\beta$2,23.01336079,2.003812749,7.810800947,94
Pu,23.10531221,,2.503666667,1.532857143,3.7555,37.30598257,0.5365,Al1,Al1,17.18371082,1.496215139,5.832200955,94
Am,17.67347695,20,3.273153333,2.003971429,4.90973,48.77174858,0.70139,L$\beta$2,L$\beta$2,22.46501945,1.956067729,7.624692317,95
Cm,14.73959572,10,3.924666667,2.402857143,5.887,58.47964835,0.841,L$\alpha$2,L_2,26.93662777,2.345418327,9.142369065,96
Cf,18.98315467,20,3.047333333,1.865714286,4.571,45.40690888,0.653,L$\beta$2,L$\beta$2,20.9151224,1.821115538,7.098652793,98
Ho,8.0661114,,7.171733333,4.390857143,10.7576,106.8626915,1.5368,Al3,Al3,49.22260352,4.285896414,16.70629343,67
Tm,10.11918367,,5.716666667,3.5,8.575,85.18141406,1.225,Al1,Al1,39.2358728,3.416334661,13.31676826,69
Tm,1.507112462,45,38.38333333,23.5,57.575,571.9323516,8.225,MB,MB,263.4408602,22.93824701,89.41258687,69
Tm,1.135892972,5,50.92733333,31.18,76.391,758.8447116,10.913,MZ,MZ,349.5355754,30.43466135,118.6333812,69
Yb,10.48908445,,5.515066667,3.376571429,8.2726,82.17746542,1.1818,Al1,Al1,37.85220773,3.295856574,12.84714835,70
Yb,9.97425169,,5.799733333,3.550857143,8.6996,86.41915216,1.2428,Al2,Al2,39.80599405,3.465976096,13.51026905,70
Lu,1.630838048,45,35.47133333,21.71714286,53.207,528.5419823,7.601,MB,MB,243.4545871,21.19800797,82.62918818,71
Hf,6.958376603,3,8.313433333,5.089857143,12.47015,123.8746368,1.78145,L$\iota$,L_,57.05856783,4.968187251,19.3658423,72
Ta,11.13046601,,5.197266667,3.182,7.7959,77.44207416,1.1137,Al2,Al2,35.6710135,3.105936255,12.10684474,73
Ta,9.874930296,,5.858066667,3.586571429,8.7871,87.28835026,1.2553,Al3,Al3,40.2063601,3.500836653,13.64615444,73
W,1.772883295,100,32.62933333,19.97714286,48.944,486.1946507,6.992,MA2,MA2,223.9487531,19.49960159,76.00885196,74
Re,8.650987508,100,6.686866667,4.094,10.0303,99.6379169,1.4329,L$\alpha$1,L_1,45.89476092,3.996135458,15.57681407,75
Os,10.57977075,1,5.467793333,3.347628571,8.20169,81.47306728,1.17167,L$\beta$15,L$\beta$15,37.52775109,3.267605578,12.73702683,76
Os,10.86605891,,5.323733333,3.259428571,7.9856,79.32649564,1.1408,Al3,Al3,36.53900709,3.181513944,12.40144427,76
Ir,1.545443212,1,37.43133333,22.91714286,56.147,557.7470385,8.021,MZ1,MZ1,256.9068863,22.36932271,87.1949373,77
Ir,1.537011779,1,37.63666667,23.04285714,56.455,560.8066158,8.065,MZ2,MZ2,258.3161748,22.49203187,87.67325387,77
Pt,9.973449191,1,5.8002,3.551142857,8.7003,86.42610574,1.2429,L$\eta$,L$\eta$,39.80919698,3.46625498,13.51135614,78
Pt,1.59127086,1,36.35333333,22.25714286,54.53,541.6842576,7.79,MZ2,MZ2,249.5081217,21.7250996,84.68377528,78
Au,13.80662263,2,4.189873333,2.565228571,6.28481,62.4313706,0.89783,LG3,LG3,28.75685198,2.503908367,9.760158404,79
Au,8.492505001,3,6.811653333,4.1704,10.21748,101.4973055,1.45964,L$\iota$,L_,46.75122398,4.070709163,15.8675001,79
Tl,12.26950144,20,4.71478,2.8866,7.07217,70.25276281,1.01031,L$\beta$2,L$\beta$2,32.35950583,2.81759761,10.9829095,81
Tl,3.088960877,1,18.72733333,11.46571429,28.091,279.0473589,4.013,M1-N3,M1-N3,128.5335164,11.19163347,43.62464573,81
Bi,2.711286089,,21.336,13.06285714,32.004,317.917898,4.572,Am4,Am4,146.4378861,12.75059761,49.70144039,83
Po,13.77945754,1,4.198133333,2.570285714,6.2972,62.55444905,0.8996,L$\beta$5,L_5,28.81354381,2.508844622,9.779399775,84
Po,16.05699482,1,3.602666667,2.205714286,5.404,53.68167482,0.772,LG2,LG2,24.72660718,2.152988048,8.39228171,84
Fr,17.30028471,10,3.34376,2.0472,5.01564,49.82382596,0.71652,LG1,LG1,22.94962251,1.998262948,7.789167993,87
Th,15.62114071,20,3.703186667,2.267257143,5.55478,55.17947699,0.79354,L$\beta$2,L$\beta$2,25.41651796,2.213059761,8.626439415,90
Th,3.334050565,5,17.35066667,10.62285714,26.026,258.5342837,3.718,M3-N4,M3-N4,119.0848776,10.3689243,40.41775051,90
Th,3.484959235,,16.59933333,10.16285714,24.899,247.3390121,3.557,Am4,Am4,113.9281629,9.919920319,38.66754669,90
Pa,13.28845247,100,4.353253333,2.665257143,6.52988,64.86582065,0.93284,L$\alpha$1,L_1,29.87819721,2.601545817,10.1407462,91
Pa,11.36413641,3,5.0904,3.116571429,7.6356,75.84970323,1.0908,L$\iota$,L_,34.9375429,3.042071713,11.85790271,91
Pa,3.358439447,1,17.22466667,10.54571429,25.837,256.6568158,3.691,M4-O2,M4-O2,118.2200869,10.2936255,40.12423807,91
U,16.38295623,1,3.530986667,2.161828571,5.29648,52.61360419,0.75664,L$\beta$15,L$\beta$15,24.23463738,2.110151394,8.225305742,92
U,3.563092843,5,16.23533333,9.94,24.353,241.9152159,3.479,Mg,Mg,111.4298787,9.702390438,37.81962185,92
U,2.454653465,1,23.56666667,14.42857143,35.35,351.1560335,5.05,MZ2,MZ2,161.7478838,14.08366534,54.89769771,92
U,4.204884668,1,13.75733333,8.422857143,20.636,204.9916805,2.948,"M3-O4,5","M3-O4,5",94.42232899,8.221513944,32.04721047,92
Np,13.75743585,10,4.204853333,2.5744,6.30728,62.65458067,0.90104,L$\alpha$2,L_2,28.85966598,2.512860558,9.795053772,93
Np,21.10675975,1,2.740733333,1.678,4.1111,40.83840366,0.5873,LG2,LG2,18.81079844,1.637888446,6.384439182,93
Pu,14.08188304,10,4.107973333,2.515085714,6.16196,61.21101647,0.88028,L$\alpha$2,L_2,28.19473805,2.454964143,9.569375315,94
Bk,19.96135266,50,2.898,1.774285714,4.347,43.18176174,0.621,L$\beta$1,L$\beta$1,19.89018531,1.73187251,6.750786194,97
Ho,9.049496277,1,6.3924,3.913714286,9.5886,95.25020488,1.3698,LG2,LG2,43.87371311,3.820159363,14.89086462,67
Tm,9.424465901,5,6.138066667,3.758,9.2071,91.46050115,1.3153,LG1,LG1,42.12811714,3.668167331,14.29840432,69
Yb,7.366075408,10,7.8533,4.808142857,11.77995,117.0184022,1.68285,L$\alpha$2,L_2,53.90048044,4.693207171,18.29397834,70
Hf,10.51399491,10,5.502,3.368571429,8.253,81.98276504,1.179,LG1,LG1,37.76252574,3.288047809,12.81671002,72
Hf,11.27216514,,5.131933333,3.142,7.6979,76.46857228,1.0997,Al1,Al1,35.22260352,3.06689243,11.9546531,72
Hf,1.279785257,1,45.20133333,27.67428571,67.802,673.5242258,9.686,MZ,MZ,310.235644,27.012749,105.2948713,72
Ta,9.485911936,6,6.098306667,3.733657143,9.14746,90.86805573,1.30678,L$\beta$3,L_3,41.85522764,3.644406375,14.20578484,73
Ta,1.330613997,1,43.47466667,26.61714286,65.212,647.795962,9.316,MZ1,MZ1,298.384809,25.98087649,101.2726637,73
W,9.523516848,4,6.074226667,3.718914286,9.11134,90.50925075,1.30162,L$\beta$4,L_4,41.68995653,3.630015936,14.14969135,74
W,9.946161067,1,5.816113333,3.560885714,8.72417,86.66322299,1.24631,L$\beta$15,L$\beta$15,39.91841684,3.47576494,13.54842567,74
W,1.383173399,1,41.82266667,25.60571429,62.734,623.1802717,8.962,MZ1,MZ1,287.0464425,24.9936255,97.42438949,74
W,2.574454829,,22.47,13.75714286,33.705,334.8151091,4.815,Am2,Am2,154.2210021,13.42828685,52.34305237,74
W,2.280772769,,25.36333333,15.52857143,38.045,377.927335,5.435,Am3,Am3,174.0791581,15.15737052,59.08296774,74
Re,1.436551165,1,40.26866667,24.65428571,60.403,600.0248342,8.629,MZ1,MZ1,276.3806909,24.06494024,93.80440269,75
Os,10.59677378,20,5.45902,3.342257143,8.18853,81.34233988,1.16979,L$\beta$2,L$\beta$2,37.46753603,3.26236255,12.71658966,76
Os,10.50909245,6,5.504566667,3.370142857,8.25685,82.02100976,1.17955,L$\beta$3,L_3,37.78014184,3.289581673,12.82268898,76
Ir,8.039953301,3,7.195066667,4.405142857,10.7926,107.2103708,1.5418,L$\iota$,L_,49.38274994,4.299840637,16.76064759,77
Ir,3.166283525,,18.27,11.18571429,27.405,272.2328458,3.915,Am1,Am1,125.3946465,10.91832669,42.55930427,77
Pt,13.87974471,,4.1678,2.551714286,6.2517,62.10246604,0.8931,Al1,Al1,28.60535347,2.490717131,9.708739372,78
Pt,2.046219875,100,28.27066667,17.30857143,42.406,421.2481685,6.058,MA2,MA2,194.033402,16.89482072,65.85549559,78
Pt,2.313981706,1,24.99933333,15.30571429,37.499,372.5035389,5.357,M3-N4,M3-N4,171.5808739,14.93984064,58.2350429,78
Au,2.882790698,1,20.06666667,12.28571429,30.1,299.0041473,4.3,M1-N3,M1-N3,137.7259208,11.99203187,46.74457429,79
Hg,9.987109249,100,5.792266667,3.546285714,8.6884,86.3078948,1.2412,L$\alpha$1,L_1,39.7547472,3.461513944,13.49287572,80
Hg,14.26221021,2,4.056033333,2.483285714,6.08405,60.43708247,0.86915,LG3,LG3,27.83825212,2.423924303,9.448382964,80
Hg,14.21233662,,4.070266667,2.492,6.1054,60.64916681,0.8722,Al2,Al2,27.93594143,2.432430279,9.481538999,80
Tl,10.26677378,100,5.634486667,3.449685714,8.45173,83.95688777,1.20739,L$\alpha$1,L_1,38.67183711,3.367223108,13.12533292,81
Pb,2.442080378,60,23.688,14.50285714,35.532,352.9639655,5.076,MB,MB,162.5806452,14.1561753,55.18033933,82
Pb,2.605844019,,22.19933333,13.59142857,33.299,330.78203,4.757,Am4,Am4,152.3633036,13.26653386,51.71254416,82
Bi,13.3929729,1,4.31928,2.644457143,6.47892,64.35959967,0.92556,L$\beta$5,L_5,29.64502402,2.581243028,10.06160655,83
Bi,15.71700266,,3.6806,2.253428571,5.5209,54.84292349,0.7887,Al2,Al2,25.26149623,2.199561753,8.573824591,83
Bi,3.233176839,5,17.892,10.95428571,26.838,266.600442,3.834,M2-N4,M2-N4,122.8002745,10.69243028,41.67876694,83
At,16.24873835,10,3.560153333,2.179685714,5.34023,53.04820324,0.76289,LG1,LG1,24.43482041,2.127581673,8.293248437,85
Ra,18.35411176,2,3.151773333,1.929657143,4.72766,46.96312117,0.67538,LG3,LG3,21.63193777,1.88352988,7.341941996,88
Th,19.50313882,2,2.966086667,1.815971429,4.44913,44.19628977,0.63559,LG3,LG3,20.35749256,1.772561753,6.909391622,90
Pa,19.86856868,1,2.911533333,1.782571429,4.3673,43.3834157,0.6239,LG2,LG2,19.98307024,1.739960159,6.782311605,91
U,16.57263563,4,3.490573333,2.137085714,5.23586,52.01142375,0.74798,L$\beta$4,L_4,23.95726378,2.086,8.131164344,92
U,2.506267691,1,23.08133333,14.13142857,34.622,343.9243053,4.946,MZ1,MZ1,158.4168383,13.7936255,53.76713127,92
U,0.286281755,10,202.0666667,123.7142857,303.1,3010.902228,43.3,N6-O4,N6-O4,1386.867994,120.7569721,470.7069923,92
Am,18.50149254,,3.126666667,1.914285714,4.69,46.5890183,0.67,Al3,Al3,21.45962022,1.868525896,7.283456924,95
Er,1.411684318,100,40.978,25.08857143,61.467,610.5942832,8.781,MA,MA,281.2491421,24.48884462,95.45676903,68
Tm,8.229436367,6,7.0294,4.303714286,10.5441,104.7418482,1.5063,L$\beta$3,L_3,48.24571036,4.200836653,16.37473308,69
Yb,1.56732836,45,36.90866667,22.59714286,55.363,549.9590235,7.909,MB,MB,253.3196065,22.05697211,85.9774042,70
Lu,9.047382711,1,6.393893333,3.914628571,9.59084,95.27245635,1.37012,L$\beta$2,L$\beta$2,43.88396248,3.821051793,14.89434329,71
Hf,7.843286132,10,7.37548,4.5156,11.06322,109.8986267,1.58046,L$\alpha$2,L_2,50.62100206,4.407657371,17.18091393,72
Hf,9.161862528,6,6.314,3.865714286,9.471,94.08200263,1.353,L$\beta$3,L_3,43.33562114,3.773306773,14.70823465,72
Hf,9.33553241,1,6.19654,3.7938,9.29481,92.33178533,1.32783,L$\beta$15,L$\beta$15,42.52944406,3.703111554,14.43461583,72
Hf,10.88887132,2,5.31258,3.2526,7.96887,79.16030496,1.13841,LG3,LG3,36.4624571,3.174848606,12.37546298,72
Hf,9.555966698,,6.0536,3.706285714,9.0804,90.2019023,1.2972,Al3,Al3,41.5483871,3.617689243,14.10164227,72
Ta,8.144707189,100,7.102526667,4.348485714,10.65379,105.8314749,1.52197,L$\alpha$1,L_1,48.74760924,4.244537849,16.54507901,73
